SeriesCode,GeoAreaName,TimePeriod,values
Clean Water,Bulgaria,2004,0.9658125455067151
Clean Water,Cambodia,2004,0.14146740905735228
Clean Water,Canada,2004,0.9812501769558856
Clean Water,Chile,2004,0.9352284410683023
Clean Water,Colombia,2004,0.6807154849394167
Clean Water,Congo [DRC],2004,0.2560077315459838
Clean Water,Costa Rica,2004,0.8832082704215544
Clean Water,Croatia,2004,0.9031662531709438
Clean Water,Cyprus,2004,0.9558133230561581
Clean Water,Czech Republic,2004,0.9648484264554437
Clean Water,Denmark,2004,0.9381422442189832
Clean Water,Ecuador,2004,0.6672902909006854
Clean Water,Estonia,2004,0.9380319505208102
Clean Water,Ethiopia,2004,0.005307197530097295
Clean Water,Finland,2004,0.9455576994509401
Clean Water,France,2004,0.9670087672925518
Clean Water,French Guiana,2004,0.879542061410348
Clean Water,French Polynesia,2004,0.44421156697764413
Clean Water,Georgia,2004,0.7446791742255883
Clean Water,Germany,2004,0.9978870939047307
Clean Water,Ghana,2004,0.12417306137696399
Clean Water,Gibraltar,2004,1.0
Clean Water,Greece,2004,0.9927770305133221
Clean Water,Greenland,2004,0.9381422442189832
Clean Water,Grenada,2004,0.8130569356353867
Clean Water,Guadeloupe,2004,0.9669383018742745
Clean Water,Guam,2004,0.9934545338527702
Clean Water,Guatemala,2004,0.45950520387642196
Clean Water,Hong Kong,2004,0.8567932466450221
Clean Water,Hungary,2004,0.5065851887818208
Clean Water,Iceland,2004,0.9159840923525899
Clean Water,Iran,2004,0.9092973784328915
Clean Water,Iraq,2004,0.49389591993607185
Clean Water,Ireland,2004,0.9386037029101901
Clean Water,Israel,2004,0.9991128963759013
Clean Water,Italy,2004,0.880129343659528
Clean Water,Japan,2004,0.9774412411379436
Clean Water,Jordan,2004,0.9346962000229039
Clean Water,Kazakhstan,2004,0.6146452282762616
Clean Water,Kuwait,2004,1.0
Clean Water,Kyrgyzstan,2004,0.44044446670038856
Clean Water,Laos,2004,0.05852253350963421
Clean Water,Latvia,2004,0.9249529561457889
Clean Water,Lebanon,2004,0.41822303329644195
Clean Water,Liechtenstein,2004,1.0
Clean Water,Lithuania,2004,0.6975971820593988
Clean Water,Luxembourg,2004,1.0
Clean Water,Macedonia [FYROM],2004,0.9716070848276862
Clean Water,Malaysia,2004,0.927598314577066
Clean Water,Malta,2004,1.0
Clean Water,Martinique,2004,0.9892496394325748
Clean Water,Mexico,2004,0.36511788536977335
Clean Water,Micronesia,2004,0.720627647207224
Clean Water,Moldova,2004,0.4537529226773563
Clean Water,Monaco,2004,1.0
Clean Water,Mongolia,2004,0.18974921494974029
Clean Water,Morocco,2004,0.5606986154971519
Clean Water,Nepal,2004,0.2051088801639953
Clean Water,Netherlands,2004,0.999902172447789
Clean Water,New Caledonia,2004,0.8717088846433563
Clean Water,New Zealand,2004,0.7688160626502012
